Rinf,s50,c,sigma
349.38,252.63,1.3497,0.32207
295.27,180.66,1.5547,0.3808
395.18,256.99,1.4482,0.34147
260.17,167.53,1.5171,0.35145
395.22,227.87,1.6101,0.32299
356.86,210.88,1.4833,0.37906
307.23,228.53,1.3964,0.32749
282.21,168.19,1.6347,0.30782
334.31,230.67,1.3623,0.32428
389.55,261.06,1.3835,0.30923
253.02,140.45,1.7366,0.35363
350.33,250.66,1.391,0.32709
398.3,234.86,1.5547,0.32427
329.34,214.07,1.461,0.37449
356.41,203.14,1.5269,0.43011
385.2,236.87,1.5277,0.3116
333.48,223.2,1.4596,0.34332
286.39,164.17,1.6566,0.38014
360.59,229.52,1.5011,0.34796
367.86,258.52,1.4036,0.30028
349.09,200.91,1.5847,0.36866
301.33,170.98,1.615,0.37025
363.15,274.31,1.3337,0.32074
269.76,180.99,1.5515,0.35558
319.31,184.22,1.5984,0.35671
360.15,219.43,1.4818,0.35578
386.21,223.25,1.5522,0.35064
389.68,285.29,1.3235,0.34234
381.65,269.79,1.3528,0.36437
289.57,197.73,1.4587,0.32274
336.79,216.26,1.4795,0.33473
267.11,170.06,1.5853,0.34247
310.75,238.98,1.248,0.40818
388.17,272.5,1.3116,0.32767
331.36,194.17,1.6048,0.31068
397.92,270.11,1.3539,0.40491
399.85,256.49,1.4796,0.37074
394.2,265.75,1.3663,0.35346
321.6,201.77,1.5561,0.36072
366.48,265.77,1.3485,0.32016
322.25,199.99,1.5863,0.30792
351.08,227.56,1.4694,0.35109
266.53,173.41,1.5304,0.33321
315.02,223.2,1.3188,0.37902
326.86,207.01,1.5412,0.30168
305.58,180.8,1.6191,0.34398
338.63,244.34,1.3478,0.33881
317.98,201.2,1.5017,0.29479
364.6,221.62,1.5099,0.3315
336.21,228.87,1.4396,0.3061
350.49,227.6,1.5351,0.36257
397.07,254.16,1.4715,0.35276
377.72,232.56,1.5369,0.29445
388.6,216.32,1.5891,0.3696
391.82,236.59,1.4899,0.3671
379.32,243.6,1.474,0.36001
303.57,177.64,1.5324,0.38952
387.82,253.28,1.385,0.33893
326.31,243.46,1.3665,0.38565
393.83,241.17,1.4987,0.33365
328.92,202.77,1.5124,0.3426
376.42,273.86,1.3617,0.39194
359.52,241.35,1.4035,0.33264
366.33,250.48,1.3628,0.41591
350.73,218.66,1.4794,0.32285
299.58,187.19,1.5059,0.35511
322.25,202.1,1.5378,0.35877
399.33,294.26,1.3531,0.37286
296.64,187.43,1.6054,0.30121
315.42,202.32,1.5898,0.37567
346.92,239.9,1.3954,0.36777
360.17,242.42,1.5088,0.30566
289.56,178.49,1.4514,0.37368
316.95,191.31,1.5381,0.3369
264,155.88,1.6793,0.30775
392.03,256.57,1.4108,0.39399
335.07,212.71,1.5188,0.37505
376.25,239.28,1.5075,0.31546
372.07,220.69,1.5614,0.3241
374.2,307.23,1.298,0.27667
336.73,260.18,1.3225,0.38801
396.45,250.29,1.424,0.33718
370.38,200.54,1.685,0.34561
375.89,250.5,1.4874,0.35911
362.55,234.8,1.5016,0.3645
354,239.58,1.4946,0.35101
386.94,260,1.4389,0.33203
321.85,216.85,1.4747,0.33279
310.84,222.91,1.3572,0.3216
252.23,169.76,1.515,0.28772
346.31,210.4,1.5334,0.32127
306.42,193.51,1.5431,0.34708
394.23,218.33,1.6397,0.39101
377.18,239.54,1.4628,0.36027
253.08,167.67,1.5129,0.36341
389.46,229.34,1.5711,0.34812
392.45,292.92,1.3424,0.33438
318.72,185.57,1.6538,0.38105
306.06,193.88,1.6042,0.34205
298.06,166.22,1.6824,0.39224
368.1,254.55,1.4313,0.33733
333.88,200.85,1.5342,0.38254
366.21,234.84,1.4569,0.36763
314.82,206.51,1.4257,0.3358
336.05,244.03,1.3752,0.43469
375.61,252.39,1.4279,0.33854
355.38,225.16,1.4415,0.31013
358.82,233.17,1.466,0.31205
315,194.88,1.4983,0.34609
370.6,264.62,1.3814,0.32926
389.17,250.75,1.4945,0.36188
391.6,300.31,1.3062,0.37065
367.25,220.72,1.5957,0.36655
275.67,182.71,1.4552,0.34826
329.03,192.42,1.5243,0.41686
261.87,145.8,1.7308,0.37784
381.08,207.87,1.5271,0.35669
265.08,165.68,1.6384,0.31957
391.03,261.43,1.4667,0.31619
304.58,242.95,1.2865,0.35208
250.95,176.25,1.5257,0.27859
219.53,140.3,1.5699,0.35504
397.87,255.75,1.39,0.41976
326.22,179.96,1.6283,0.37815
295.89,196.68,1.46,0.35083
352.52,212.27,1.5807,0.37502
280.8,178.73,1.4875,0.34685
332.6,230.05,1.4022,0.25684
387.51,273.7,1.3807,0.35573
389.11,256.32,1.3489,0.35687
323.14,189.9,1.616,0.34606
337.43,223.23,1.4932,0.33616
242.39,136.84,1.7604,0.34049
352.83,244.02,1.4195,0.40616
337.31,225.99,1.4848,0.32478
288.46,186.14,1.4663,0.36205
348.64,216.26,1.5607,0.30925
351.56,227.14,1.5082,0.33075
374.98,225.68,1.4856,0.37711
341.95,215.14,1.496,0.38173
392.78,252.82,1.4497,0.31847
296.81,200.44,1.3954,0.32844
357.06,220.78,1.4443,0.40264
337.37,201.82,1.5755,0.3402
305.07,174.02,1.7159,0.33376
392.02,249.14,1.4512,0.31962
381.58,232.08,1.5144,0.33591
277.62,185.05,1.557,0.27916
348.97,258.21,1.3416,0.37664
340.72,214.09,1.5296,0.32381
366.08,244.06,1.4291,0.30479
329.62,223.88,1.409,0.41214
390.94,259.58,1.454,0.36048
380.91,252.2,1.4856,0.33304
369.73,268.04,1.3226,0.29018
391.82,244.06,1.5083,0.34396
395.79,256.22,1.4779,0.36448
308.46,206.28,1.5502,0.34455
393.13,212.41,1.5858,0.36336
330.37,201.07,1.5059,0.34183
371.86,285.46,1.3019,0.33124
276.16,167.66,1.5951,0.32685
347.8,215.05,1.5567,0.314
399.15,260.7,1.452,0.36703
326.63,225.81,1.4155,0.35637
373.09,239.83,1.4635,0.34317
384.29,271.36,1.4402,0.34708
351.75,215.91,1.5353,0.37755
339.56,242.11,1.4308,0.31374
399.55,240.12,1.5631,0.34095
320.09,197.94,1.5688,0.34218
365.96,239.13,1.4806,0.34616
366.3,222.76,1.5172,0.30169
322.67,208.93,1.5112,0.34831
371.02,222.55,1.4772,0.32121
272.62,150.56,1.7151,0.43095
352.85,210.83,1.6328,0.30255
399.7,291.82,1.3658,0.42263
366.15,255.16,1.413,0.29527
283.35,184.4,1.545,0.39274
339.15,178.43,1.7781,0.35275
385.6,272.91,1.3894,0.31957
283.6,178.79,1.4687,0.39558
340.89,216.78,1.4582,0.31591
328.16,210.47,1.4299,0.34447
352.85,241.63,1.4384,0.33194
387.81,292.75,1.3397,0.32155
321.59,189.88,1.5706,0.35742
398.25,258.42,1.3688,0.37144
310.01,200.01,1.4779,0.46241
288.5,184.12,1.5446,0.37672
323.07,209.15,1.3487,0.34807
372.78,283.18,1.2933,0.37005
288.66,181.91,1.5916,0.33014
302.06,244.3,1.3129,0.40164
390.39,271.89,1.4208,0.32792
363.49,215.92,1.5709,0.32606
375.23,207.77,1.5442,0.42541
294.65,184.32,1.5678,0.34956
320.22,209.68,1.5144,0.30045
337.15,234.03,1.3862,0.4086
397.09,230.94,1.5517,0.31924
346.35,207.19,1.5828,0.37759
327.43,190.81,1.6632,0.32793
391.3,262.98,1.4246,0.32005
378.13,249.27,1.5028,0.2929
370.88,270.05,1.3392,0.34443
366.03,211.88,1.5656,0.31175
274.12,163.39,1.6305,0.36981
279.06,173.3,1.5378,0.31892
362.7,222.2,1.4944,0.33078
366.86,251.21,1.3126,0.37265
382.99,256.88,1.3896,0.29995
287.87,161.68,1.6911,0.33511
297.61,162.43,1.7328,0.37722
342.8,229.83,1.4795,0.36806
308.43,205.94,1.3692,0.35696
377.11,215.91,1.5895,0.36299
378.39,220.41,1.5769,0.39768
335.21,201.14,1.487,0.34888
394.25,260.68,1.4366,0.33114
359.33,226.44,1.5165,0.3229
368.63,229.47,1.4827,0.36771
346.4,212.63,1.4777,0.39947
338.08,220.72,1.4335,0.32832
381.95,222.24,1.5747,0.34028
387.25,231.15,1.5021,0.3115
339.21,256.3,1.3654,0.35019
269.18,189.7,1.416,0.32608
351.3,215.01,1.5549,0.32108
365.17,250.86,1.4352,0.31845
393.28,286,1.3538,0.35224
256.99,156.42,1.6617,0.29811
355.49,202.84,1.5821,0.30849
351.84,236.5,1.3941,0.38835
377.67,299.54,1.2858,0.32802
358.87,220.58,1.532,0.32765
369.41,246.59,1.4222,0.30585
281.15,169.99,1.6612,0.32747
392.06,209.06,1.6168,0.40818
329.49,209.23,1.5183,0.29932
366.6,248.77,1.3768,0.32792
353.48,261.17,1.3719,0.3257
375.41,231.84,1.5507,0.36581
386.32,287.81,1.2937,0.33126
377.72,201.44,1.6289,0.36359
311.14,160.18,1.6583,0.38022
263.94,190.66,1.4071,0.32833
368.24,250.63,1.3708,0.29897
365.39,231.1,1.3702,0.3745
396.81,262.88,1.3672,0.36182
358.7,240.03,1.4945,0.30332
353.77,224.52,1.5235,0.36149
349.78,211.11,1.5525,0.3961
339.77,212.91,1.5332,0.32002
291.22,167.65,1.7184,0.36475
378.83,251.5,1.4421,0.30454
373.69,224.36,1.5012,0.33299
238.98,158.47,1.5645,0.31634
297.96,182.04,1.5328,0.37782
284.86,182.44,1.5025,0.45361
349.12,232.77,1.4623,0.34108
322.92,205,1.5314,0.29014
267.88,191.78,1.3613,0.33761
298.62,204.3,1.4666,0.3145
379.64,271.08,1.3531,0.37898
327,237.87,1.3624,0.32156
344.47,213.57,1.5463,0.3211
388.24,269.39,1.389,0.33543
395.75,255,1.4336,0.307
393.35,216.81,1.6743,0.3121
351.61,251.77,1.3946,0.33106
333.14,238.6,1.4157,0.36959
313.93,206.94,1.446,0.3504
382.94,262.92,1.3923,0.30079
374.7,278.61,1.3982,0.27641
353.08,227.78,1.5651,0.33866
372.96,241.55,1.5137,0.30137
299.42,213.56,1.4539,0.36618
352.69,211.07,1.6184,0.32067
317.53,222.61,1.4385,0.32139
327.25,235.05,1.4312,0.33437
365.71,270.5,1.3365,0.34504
362.11,220.19,1.5269,0.33699
379.96,209.82,1.5654,0.41704
299.93,197.3,1.4643,0.32601
273.21,191.37,1.4987,0.40717
351,220.71,1.5678,0.31806
332.15,217.59,1.4458,0.3084
301.58,184.82,1.5356,0.35674
297.29,188.58,1.5708,0.30959
295.48,194.85,1.5408,0.33709
256.51,172.88,1.5304,0.2912
281.93,185.76,1.4288,0.36438
375.43,286.15,1.3667,0.32849
359.03,229.41,1.5136,0.3675
356.61,212.42,1.5682,0.38689
365.05,229.21,1.5182,0.33368
336.77,239.35,1.3473,0.35404
376.38,246.78,1.424,0.35811
397.46,258.87,1.4766,0.31024
307.97,173.03,1.5877,0.37682
374.35,301.42,1.2259,0.36205
303.32,185.34,1.5709,0.3959
296.64,187.43,1.6054,0.30121
377.58,217.4,1.61,0.3297
312.88,203.06,1.4866,0.3277
315.65,189.01,1.5324,0.36699
378.22,256.74,1.4166,0.31397
297.7,185.93,1.5598,0.34806
374.74,236.88,1.5311,0.31942
379.12,304.33,1.2718,0.29278
381.06,230.97,1.5128,0.32115
353.38,211.9,1.4461,0.37093
399.19,284.43,1.3189,0.33378
376.14,221,1.4757,0.38647
306.43,186.7,1.6054,0.26721
373.71,224.51,1.4873,0.37003
372.17,235.75,1.4976,0.30929
354.06,209.04,1.5036,0.39365
370.77,250.59,1.4185,0.38463
369.76,221.38,1.5128,0.3626
376.32,222.22,1.586,0.34028
243.12,149.25,1.6772,0.37038
387.32,251.19,1.4499,0.28427
342.46,222.75,1.473,0.31088
325.39,235.28,1.4169,0.34223
383.2,227.77,1.4771,0.31929
310.12,187.09,1.6448,0.33812
366.77,252.46,1.4115,0.31587
247.92,155.38,1.5811,0.40834
256.51,172.88,1.5304,0.2912
343.56,264.67,1.3298,0.32092
381.42,263.44,1.3922,0.28123
391.32,246.81,1.4781,0.33946
384.03,237.13,1.5212,0.40303
374.77,259.6,1.3493,0.3079
256.69,164.3,1.5155,0.32132
244.31,156.63,1.5397,0.38393
343.85,238.81,1.4475,0.3273
322.13,197.78,1.5308,0.35015
318.44,204.81,1.537,0.35683
382.23,242.86,1.4771,0.3469
347.55,262.51,1.3804,0.3659
371.23,215.32,1.4962,0.37287
320.49,176.69,1.6266,0.35285
267.36,152.31,1.8313,0.32298
370.48,272.47,1.3645,0.33986
334.29,213.96,1.4641,0.33337
393.61,260.46,1.4219,0.28733
363.64,240.33,1.4508,0.32484
392.41,260.6,1.503,0.30612
305.89,177.9,1.6171,0.39225
298.04,196.85,1.3912,0.40814
395.7,289.18,1.2847,0.38647
382.59,217.41,1.561,0.31991
393.03,238.14,1.4778,0.32308
397.93,255.16,1.4965,0.26983
377.03,307.73,1.2932,0.34645
290.09,149.57,1.7711,0.39402
350.23,248.5,1.3764,0.30639
333.56,226.79,1.4419,0.27982
389.03,270.76,1.3619,0.38804
351.68,252.1,1.3715,0.32984
360.3,218.6,1.5142,0.31201
279.92,171.7,1.6166,0.36628
303.53,225.3,1.3759,0.31052
299.96,202.71,1.5137,0.3012
369.87,213.07,1.612,0.33726
376.14,263.74,1.3783,0.33782
306.8,180.97,1.5022,0.37911
356.63,201.75,1.6313,0.36295
395.59,246.38,1.4915,0.32349
342.01,246.77,1.3369,0.35914
329.31,200.28,1.5555,0.2777
363.61,284.04,1.3036,0.29405
382.63,301.81,1.3227,0.29222
288.84,183.66,1.5308,0.36429
369.9,226.13,1.4768,0.42991
372.13,307.56,1.2559,0.35331
308.66,198.25,1.5598,0.34471
345.85,236.25,1.3799,0.33807
366.41,247.88,1.383,0.28018
389.81,258.04,1.4138,0.32976
341.63,237.45,1.3942,0.30465
371.31,232.53,1.4588,0.31274
389.96,230.86,1.581,0.35991
357.69,239.11,1.3945,0.33932
379.27,265.27,1.3616,0.32493
345.25,233.75,1.4305,0.32509
297.16,166.67,1.7317,0.3781
390.12,208.1,1.6857,0.32755
354.26,266.4,1.3379,0.32042
341.22,216.06,1.425,0.34985
365.91,241.3,1.4443,0.3466
269.59,183.75,1.4397,0.36124
279.65,163.16,1.6432,0.33304
373.61,238.02,1.4323,0.33162
370.88,245.18,1.457,0.34013
367.65,228.38,1.5228,0.31497
369.25,249.41,1.3888,0.3688
362.27,268.91,1.3541,0.31924
390.17,227.81,1.543,0.32749
336.61,254.53,1.3446,0.33095
383.87,263.54,1.3997,0.31617
372.09,198.13,1.5782,0.39782
395.05,267.25,1.4025,0.35767
362.51,247.67,1.4447,0.35643
377.25,242.49,1.4755,0.33809
286.04,162.9,1.6505,0.38162
343.45,205.34,1.5268,0.34652
395.43,286.03,1.3374,0.33875
320.26,206.8,1.5292,0.35075
336.8,241.11,1.4005,0.34247
357.88,230.98,1.4352,0.3484
371.05,263.67,1.3884,0.35555
389.4,274.56,1.3673,0.3111
384.81,236.22,1.4988,0.32467
305.37,182.62,1.5546,0.33617
318.48,215.18,1.4487,0.36857
261.89,166.17,1.5691,0.31707
398.34,308.66,1.2737,0.31573
375.01,220.45,1.6617,0.32742
334.49,234.56,1.3831,0.39155
340.49,248.06,1.421,0.3373
276.82,166.71,1.6131,0.29579
383.38,212.96,1.5523,0.30841
377.67,223.87,1.5786,0.35561
390.93,288.94,1.3186,0.38904
288.57,195.91,1.5127,0.32577
360.58,232.86,1.4015,0.33634
387.8,247.75,1.447,0.32906
398.49,254.8,1.4641,0.356
314.95,201.03,1.4919,0.32603
340.14,222.2,1.4507,0.37044
275.08,181.02,1.4944,0.41935
359.5,255,1.37,0.28469
265.43,149.01,1.7305,0.37679
275.56,167.35,1.5925,0.348
268.44,176.53,1.5202,0.31743
314.32,194.26,1.5848,0.33943
371.6,200.6,1.6771,0.34293
313.69,183.3,1.6108,0.34754
358.89,221.01,1.5201,0.29168
375.63,213.56,1.4979,0.43659
360.3,237.09,1.4481,0.29268
384.75,286.6,1.2778,0.37635
299.06,191.51,1.5142,0.39785
332.04,184.54,1.6396,0.35552
296.58,185.73,1.5622,0.33336
344.37,202.26,1.6008,0.29882
277.32,177.23,1.4903,0.36509
382.35,238.99,1.5197,0.31037
317.79,223.9,1.4118,0.3083
288.63,214.06,1.336,0.34349
324.08,224.95,1.3675,0.37871
334.5,252.43,1.3738,0.36431
399.82,283.85,1.3725,0.31542
336.74,241.19,1.3684,0.35828
354.28,229.06,1.4429,0.32412
386.43,272.66,1.3164,0.31872
370.94,279.01,1.3805,0.30973
345.86,234.96,1.4141,0.34239
348.51,211.5,1.4978,0.36764
372.17,258.61,1.3598,0.39204
338.96,215.73,1.4938,0.356
386.37,245.96,1.4524,0.33931
365.04,250.53,1.3647,0.34469
380.92,209.04,1.6229,0.32253
395.61,265.18,1.4245,0.3476
374.75,261.78,1.4143,0.34164
386.03,273,1.4178,0.31895
387.85,291.87,1.3784,0.28506
322.08,197.21,1.5653,0.32434
258.74,177.38,1.497,0.32216
344.39,239.25,1.3988,0.31787
286.6,203.26,1.4242,0.32314
325.38,195.06,1.5639,0.37427
351.32,218.32,1.4763,0.34857
330.06,192.28,1.6227,0.34298
392.76,323.6,1.1793,0.4107
392.43,317.42,1.1813,0.41012
302.62,183.27,1.5555,0.34472
258.08,161.81,1.4301,0.40842
356.76,228.46,1.4873,0.31823
391.6,233.74,1.405,0.41437
374.57,269.02,1.3569,0.36273
397.69,274.18,1.373,0.31532
350.39,263.51,1.3707,0.30646
376.14,223.7,1.5032,0.33282
334.29,213.96,1.4641,0.33337
389.58,251.34,1.4603,0.26503
302.97,202.8,1.4231,0.32582
377.17,225.88,1.4529,0.34959
397.32,272.68,1.3649,0.44133
377.77,243.31,1.5092,0.30615
333.09,227.91,1.4789,0.31952
392.5,217.14,1.5789,0.39128
373.88,265.97,1.3336,0.34465
376.91,267.91,1.3086,0.32271
304.78,208.71,1.4433,0.31302
351.03,206.4,1.5173,0.35968
340.4,240.01,1.413,0.31364
375.25,228.05,1.5346,0.31873
351.8,239.94,1.4652,0.38855
371.04,222.44,1.5319,0.3397
362.76,227.32,1.5491,0.3889
399.98,277.22,1.3779,0.36373
308.39,179.96,1.5808,0.32979
368.08,271.15,1.3146,0.33621
380.6,306.7,1.285,0.376
320.14,194.88,1.4733,0.33536
343.93,207.05,1.6006,0.32351
387.99,241.63,1.45,0.32349
394.57,234.09,1.4804,0.33792
366.57,243.63,1.4154,0.32706
381.02,275.46,1.2909,0.40998
346.36,222.68,1.4988,0.37625
355.3,235.82,1.4576,0.37281
386.54,254.32,1.424,0.29227
353.47,261.12,1.4009,0.36347
327.36,240.27,1.4036,0.40928
307.87,211.5,1.4064,0.32759
372.34,296.03,1.2902,0.28747
344.01,236.73,1.3984,0.30744
399.23,272.97,1.4075,0.32579
371.75,236.22,1.4764,0.38774
372.79,251.44,1.37,0.38403
326.77,199.63,1.5551,0.34269
379.8,239.62,1.4959,0.30473
306.75,202.04,1.5572,0.39502
393.98,244.23,1.4901,0.33336
326.47,187.26,1.5941,0.33974
392.94,238.91,1.5349,0.35237
375.36,247.74,1.4928,0.33072
342.12,220.74,1.4628,0.32144
381.26,241.16,1.4111,0.35121
378.74,253.66,1.4819,0.32085
268.89,171.24,1.625,0.3266
384.01,257.87,1.378,0.33208
304.82,208.64,1.3683,0.40651
356.61,214.22,1.4732,0.29347
295.88,174.66,1.6537,0.35694
354.17,257.51,1.372,0.3
399.59,237.64,1.4793,0.35141
284.52,171.82,1.6109,0.37006
377.27,293.37,1.3282,0.33632
331.93,198.93,1.576,0.31324
337.31,174.66,1.691,0.40614
393.11,268.95,1.4135,0.27548
360.19,233.58,1.4931,0.34383
330.16,193.7,1.5221,0.35104
392.97,272.23,1.4276,0.36286
368.43,254.85,1.3914,0.35984
343.91,226.84,1.4538,0.34166
322.02,223.58,1.383,0.32188
395.71,241.52,1.4839,0.31614
397.93,254.87,1.3814,0.4197
358.73,215.08,1.5223,0.39994
387.23,246.36,1.4685,0.41308
365.47,226.61,1.5197,0.40634
338.43,207.14,1.563,0.38897
262.87,159.43,1.6041,0.31887
399.43,309.62,1.2732,0.32534
317.41,199.42,1.5304,0.38158
349.14,231.25,1.415,0.36235
308.89,209.54,1.4382,0.31723
380.38,285.65,1.2366,0.43766
298.55,191.69,1.5156,0.35583
347.92,220.02,1.5418,0.31136
368.16,270.98,1.4043,0.31981
309.2,196.24,1.4444,0.39635
389.52,309.4,1.2934,0.38288
263.56,184.13,1.4632,0.33764
372.63,206.86,1.6579,0.33102
326.56,194.9,1.656,0.30211
336.21,212.13,1.537,0.34359
277.3,151.32,1.7841,0.38589
367.21,243.28,1.4626,0.34729
388.32,263.68,1.4155,0.3085
257.81,157.1,1.6674,0.41084
289.51,206.03,1.4247,0.33134
359.12,227.14,1.4451,0.34472
323,205.05,1.4771,0.35414
384.4,279.65,1.3849,0.40647
311.97,207.2,1.4797,0.36424
386.38,308.79,1.2542,0.38848
397.14,252.91,1.3984,0.33931
272.93,171.88,1.5504,0.35622
345.98,197.7,1.5791,0.37373
371.52,219.78,1.4976,0.30895
275.08,179.53,1.4607,0.32688
362.8,251.39,1.3553,0.31968
355.23,234.74,1.3793,0.30216
362.06,216.04,1.5496,0.35498
397.34,242.67,1.478,0.3544
314.49,218.41,1.4145,0.36208
309.56,189.85,1.5602,0.31464
383.79,229.21,1.5754,0.31362
339.38,204.16,1.5578,0.3821
358.48,239.77,1.3515,0.40598
356.01,209.43,1.5523,0.35387
358.74,265.28,1.3429,0.31928
393.35,264.37,1.3888,0.31882
333.76,196.4,1.6506,0.33878
386.54,244.82,1.4999,0.3424
328.83,204.75,1.5899,0.34066
360.82,243.53,1.4118,0.34043
382.41,259.53,1.4127,0.3372
338.36,213.02,1.4016,0.31996
392.09,234.97,1.5331,0.36112
344.49,196.47,1.6021,0.31838
322.87,221.65,1.4203,0.34752
362.21,230.56,1.4257,0.40107
370.97,234.72,1.5192,0.30964
246.32,152.08,1.6334,0.29265
285.69,180.26,1.559,0.29385
368.47,223.55,1.5481,0.35518
379.66,244.21,1.4782,0.32031
376.75,227.72,1.5129,0.37454
277.65,180.49,1.5567,0.30788
366.96,227.73,1.4966,0.31607
333.07,190.13,1.632,0.37795
394.86,266.22,1.4107,0.33861
353.7,233.49,1.445,0.31682
350.41,197.8,1.6075,0.30511
388.51,322.23,1.2596,0.32571
393.16,293.94,1.3291,0.31184
338.17,206.5,1.5559,0.33061
395.34,282.61,1.3628,0.35874
320.59,197.69,1.5393,0.33564
393.03,212.78,1.678,0.36402
341.66,239.62,1.4112,0.36611
395.14,237.68,1.5462,0.35656
341,259.12,1.3219,0.36507
399.26,255.72,1.425,0.3277
361.48,237.96,1.4062,0.31539
279.77,168.66,1.6084,0.34806
363.06,225.15,1.4756,0.37887
333.59,223.13,1.368,0.29503
374.41,259.95,1.4546,0.32147
290.15,164.87,1.7161,0.37135
347.75,222.16,1.4555,0.3377
335.3,230.19,1.4568,0.34196
347.72,230.71,1.466,0.29895
363.44,239.14,1.4333,0.33716
383.1,251.4,1.4679,0.30176
398.53,234.35,1.5095,0.35202
395.01,231.15,1.5249,0.34934
387.64,228.04,1.5905,0.31392
386.94,290.15,1.2902,0.35452
381.85,229.11,1.5496,0.38521
296.12,179.43,1.6177,0.35233
370.31,252.66,1.4317,0.29492
374.07,233.02,1.5133,0.32339
278.3,177.7,1.4669,0.34695
339.04,241.4,1.3663,0.34825
322.72,218.16,1.3296,0.40276
377.12,238.62,1.501,0.28411
337.77,226.32,1.3938,0.31868
394.46,246.81,1.4712,0.30061
352.72,249.13,1.3574,0.34393
342.51,238.47,1.4267,0.32074
346.04,228.49,1.4615,0.34424
338.44,213.5,1.5148,0.31587
297.15,188.41,1.4938,0.4091
379.05,263.31,1.3896,0.34844
348.95,182.47,1.7683,0.34746
393.99,288.09,1.3309,0.3849
371.92,222.27,1.5266,0.30654
387.55,262.63,1.3987,0.30385
318.76,211.05,1.5108,0.35407
345.66,227.4,1.4898,0.36879
269.26,163.32,1.6858,0.35108
343.44,209.69,1.5192,0.32627
286.78,173.04,1.5893,0.35985
347.39,208.67,1.5399,0.3603
386.02,231.81,1.5492,0.3822
385.62,233.37,1.5745,0.32412
290.41,164.33,1.638,0.32282
359.69,232.78,1.4946,0.30974
334.32,258.23,1.3631,0.31779
335.92,214.07,1.504,0.28846
344.94,235.44,1.3909,0.34854
327.18,215.34,1.4756,0.31198
323.17,215.66,1.3493,0.3251
394.99,238.28,1.502,0.38303
345.73,214.34,1.4527,0.38281
336.84,229.74,1.467,0.32815
384.01,236.43,1.5396,0.3955
371,242.82,1.4657,0.42205
396.6,242.51,1.505,0.33084
295.96,209.65,1.4054,0.35117
381.87,256.56,1.4445,0.32549
383.82,236.93,1.5552,0.35591
361.72,226.21,1.5555,0.34381
363.34,265.19,1.3955,0.30302
367.74,201.98,1.5987,0.3837
355.73,208.3,1.5691,0.38161
280.9,154.94,1.7853,0.33302
355.76,247.09,1.449,0.31015
370.4,250.59,1.3668,0.33534
319,203.07,1.4337,0.34886
311.1,228.06,1.3691,0.35623
379.83,227.58,1.483,0.35442
340.4,248.53,1.3874,0.36132
287.96,178.69,1.5542,0.33105
385.69,264.4,1.3907,0.37649
348.99,221.06,1.4755,0.34226
337.12,214.62,1.4781,0.31232
342.33,171.97,1.7536,0.36479
384.1,263.34,1.4145,0.32606
396.71,255.56,1.4646,0.30718
391.2,227.01,1.6226,0.33075
341.63,242.63,1.3682,0.32536
379.53,224.24,1.4598,0.36042
370.55,215.49,1.5505,0.35998
398.04,240.94,1.4631,0.3361
360.68,258.45,1.4634,0.36184
206.18,127.18,1.646,0.34209
386.49,230.23,1.5439,0.32368
386.58,251.41,1.3869,0.3305
334.13,188.43,1.6803,0.33114
375.06,213.5,1.5499,0.33375
342.33,231.97,1.3782,0.31393
393.21,243.18,1.5061,0.33755
354.15,219.72,1.522,0.37248
275.85,165.57,1.5561,0.32749
342.44,251.3,1.2757,0.36198
335.2,213.81,1.4876,0.33672
336.3,200.97,1.4828,0.36447
312.66,194.32,1.54,0.27374
380.25,268.65,1.4068,0.30824
395.27,233.77,1.5415,0.32222
374.21,268.39,1.3602,0.38602
310.82,227.65,1.3396,0.3187
377.97,305.1,1.2819,0.38971
348.94,216.22,1.508,0.29985
388.98,269,1.4353,0.30783
336.19,206.52,1.4981,0.32546
352.39,254.71,1.4095,0.34842
361.3,220.5,1.5309,0.34303
360.77,230.32,1.4797,0.3568
367.83,199.28,1.6257,0.36401
303.14,225.5,1.3003,0.31372
390.62,267.27,1.4235,0.27636
306.31,205.69,1.4623,0.32572
384.49,257.82,1.3913,0.38552
350.69,242.5,1.4135,0.31336
327.82,228.55,1.4438,0.3295
382.63,230.33,1.4811,0.38703
395.84,285.02,1.347,0.38375
324.39,187.93,1.5334,0.3543
377.01,300.3,1.3512,0.33792
399.35,258.34,1.4752,0.33444
388.85,271.82,1.3539,0.31566
338.57,220.39,1.5157,0.32877
343.08,245.51,1.3742,0.37735
383.44,265.61,1.437,0.30278
390.27,316.87,1.2511,0.37578
338.65,243.53,1.412,0.34057
384.69,259.31,1.4346,0.421
269.82,159.71,1.5859,0.3578
275.85,165.57,1.5561,0.32749
286.62,179.91,1.4872,0.35927
373.21,238.77,1.4967,0.28031
309.46,206.02,1.5253,0.2834
334.23,208.36,1.5362,0.28058
387.1,227.63,1.5291,0.36683
354.29,188.66,1.6858,0.40836
390.89,261.82,1.4551,0.30595
255.61,163.26,1.561,0.28329
268.21,190.56,1.4331,0.31866
389.89,263.65,1.4724,0.32654
376.41,220.67,1.5303,0.34602
311.63,193.07,1.5568,0.32356
358.92,262.82,1.3517,0.33091
288.85,203.48,1.3811,0.31026
377.53,268.23,1.3439,0.31988
397.61,230.12,1.511,0.37113
364.14,216.56,1.5474,0.35043
307.45,213.48,1.4927,0.32194
305.69,156.54,1.754,0.38082
387.7,252.56,1.4506,0.40207
